"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 27, 2012","10,140.55","10,256.25","10,401.65","10,102.75","36.51M","0.56"
"Jul 26, 2012","10,083.80","10,306.50","10,314.05","10,056.15","28.16M","-1.79"
"Jul 25, 2012","10,267.85","10,286.55","10,315.40","10,224.75","15.46M","-0.30"
"Jul 24, 2012","10,299.00","10,282.65","10,349.45","10,237.25","13.19M","0.24"
"Jul 23, 2012","10,274.60","10,401.70","10,402.25","10,254.00","12.62M","-1.97"
"Jul 20, 2012","10,481.60","10,622.85","10,622.85","10,463.40","13.23M","-1.32"
"Jul 19, 2012","10,622.05","10,684.40","10,708.60","10,606.60","17.80M","0.14"
"Jul 18, 2012","10,607.10","10,569.05","10,629.15","10,498.60","15.78M","0.46"
"Jul 17, 2012","10,558.05","10,648.70","10,673.50","10,518.95","14.07M","-0.10"
"Jul 16, 2012","10,568.20","10,614.10","10,692.80","10,552.70","13.92M","-0.25"
"Jul 13, 2012","10,594.45","10,654.90","10,715.15","10,568.75","12.35M","-0.21"
"Jul 12, 2012","10,616.30","10,640.15","10,676.00","10,557.35","13.93M","-0.91"
"Jul 11, 2012","10,713.30","10,701.60","10,782.55","10,692.95","18.96M","-0.36"
"Jul 10, 2012","10,751.55","10,617.05","10,767.25","10,615.30","20.53M","1.54"
"Jul 09, 2012","10,588.05","10,594.95","10,635.90","10,524.75","16.27M","-0.63"
"Jul 06, 2012","10,655.35","10,637.95","10,687.90","10,547.35","18.90M","0.13"
"Jul 05, 2012","10,641.90","10,520.05","10,651.20","10,468.75","17.94M","1.07"
"Jul 04, 2012","10,529.45","10,522.40","10,548.90","10,482.85","17.85M","0.46"
"Jul 03, 2012","10,481.30","10,460.00","10,544.30","10,444.30","18.41M","0.66"
"Jul 02, 2012","10,412.20","10,366.50","10,450.30","10,303.65","17.59M","0.69"
"Jun 29, 2012","10,340.65","10,105.45","10,360.00","10,105.45","21.54M","3.37"
"Jun 28, 2012","10,003.85","10,023.90","10,052.20","9,950.10","49.49M","-0.14"
"Jun 27, 2012","10,017.80","10,025.45","10,109.65","9,988.50","15.64M","0.48"
"Jun 26, 2012","9,970.10","9,914.80","10,024.65","9,901.85","12.82M","0.45"
"Jun 25, 2012","9,925.75","10,068.90","10,193.45","9,892.80","15.99M","-1.12"
"Jun 22, 2012","10,038.35","9,907.35","10,073.45","9,873.85","15.79M","0.05"
"Jun 21, 2012","10,033.65","9,795.95","10,046.90","9,769.30","17.72M","2.05"
"Jun 20, 2012","9,831.80","9,812.85","9,875.65","9,764.45","15.05M","0.46"
"Jun 19, 2012","9,786.45","9,730.00","9,808.00","9,619.15","19.76M","0.37"
"Jun 18, 2012","9,749.90","10,178.85","10,197.80","9,695.60","24.63M","-3.13"
"Jun 15, 2012","10,064.80","9,881.40","10,098.90","9,881.40","17.34M","2.32"
"Jun 14, 2012","9,836.95","10,073.50","10,096.75","9,813.65","16.59M","-2.88"
"Jun 13, 2012","10,128.15","10,150.00","10,224.55","10,075.20","18.30M","-0.11"
"Jun 12, 2012","10,139.20","9,899.45","10,156.40","9,893.35","18.72M","1.71"
"Jun 11, 2012","9,969.20","10,070.15","10,157.75","9,934.05","17.01M","-0.30"
"Jun 08, 2012","9,998.85","9,969.55","10,031.20","9,809.95","19.70M","0.48"
"Jun 07, 2012","9,950.90","9,830.50","9,974.70","9,787.95","22.84M","2.14"
"Jun 06, 2012","9,742.80","9,519.00","9,770.65","9,519.00","25.84M","2.99"
"Jun 05, 2012","9,460.15","9,433.25","9,545.50","9,400.35","17.38M","1.05"
"Jun 04, 2012","9,362.30","9,174.55","9,406.25","9,110.45","16.54M","1.02"
"Jun 01, 2012","9,267.60","9,434.45","9,493.25","9,252.60","18.39M","-1.84"
"May 31, 2012","9,441.00","9,414.35","9,479.35","9,360.05","35.01M","-0.98"
"May 30, 2012","9,534.05","9,642.20","9,642.20","9,514.25","14.07M","-1.79"
"May 29, 2012","9,708.10","9,734.85","9,783.45","9,687.65","16.03M","0.10"
"May 28, 2012","9,698.30","9,483.10","9,716.50","9,483.10","15.85M","2.56"
"May 25, 2012","9,456.30","9,422.45","9,497.00","9,371.55","17.86M","0.20"
"May 24, 2012","9,437.60","9,277.25","9,463.70","9,198.75","17.72M","2.47"
"May 23, 2012","9,209.90","9,237.35","9,295.65","9,157.20","16.69M","-0.64"
"May 22, 2012","9,268.80","9,510.45","9,522.30","9,253.05","20.80M","-1.52"
"May 21, 2012","9,412.00","9,299.90","9,478.95","9,299.90","18.44M","1.09"
"May 18, 2012","9,310.25","9,013.10","9,364.70","8,995.25","27.49M","1.70"
"May 17, 2012","9,154.20","9,199.50","9,328.50","9,113.65","19.26M","-0.11"
"May 16, 2012","9,164.25","9,184.45","9,208.15","9,047.05","24.48M","-1.67"
"May 15, 2012","9,319.70","9,186.45","9,361.45","9,166.10","19.41M","0.67"
"May 14, 2012","9,257.65","9,412.60","9,498.80","9,190.30","18.47M","-1.49"
"May 11, 2012","9,398.10","9,353.45","9,532.65","9,296.65","18.13M","-0.14"
"May 10, 2012","9,410.90","9,411.75","9,580.40","9,362.10","25.69M","0.06"
"May 09, 2012","9,404.80","9,517.00","9,572.35","9,340.45","26.61M","-1.92"
"May 08, 2012","9,588.75","9,909.40","9,924.15","9,526.65","19.24M","-2.91"
"May 07, 2012","9,876.35","9,664.85","9,910.70","9,480.50","26.92M","0.75"
"May 04, 2012","9,802.35","10,063.50","10,068.65","9,757.75","25.49M","-3.20"
"May 03, 2012","10,126.55","10,231.70","10,255.85","10,100.25","19.32M","-1.75"
"May 02, 2012","10,306.60","10,282.70","10,382.35","10,278.45","14.06M","0.29"
"Apr 30, 2012","10,276.80","10,210.10","10,360.55","10,210.10","18.10M","1.26"
"Apr 27, 2012","10,148.70","10,146.10","10,249.15","10,029.45","30.89M","0.20"
"Apr 26, 2012","10,128.00","10,171.85","10,193.90","10,083.50","25.25M","-0.31"
"Apr 25, 2012","10,159.85","10,215.85","10,277.85","10,043.65","18.51M","-0.54"
"Apr 24, 2012","10,215.15","10,275.55","10,287.90","10,151.80","14.90M","-0.27"
"Apr 23, 2012","10,243.15","10,432.60","10,521.45","10,206.90","16.98M","-2.04"
"Apr 20, 2012","10,456.50","10,538.30","10,577.45","10,387.05","15.32M","-1.05"
"Apr 19, 2012","10,567.90","10,536.95","10,594.90","10,438.65","16.43M","0.53"
"Apr 18, 2012","10,512.45","10,585.55","10,645.85","10,479.50","14.52M","-0.07"
"Apr 17, 2012","10,519.55","10,502.65","10,621.90","10,248.55","28.79M","0.83"
"Apr 16, 2012","10,432.70","10,274.15","10,447.95","10,274.15","17.25M","1.23"
"Apr 13, 2012","10,306.25","10,478.25","10,587.95","10,235.70","18.09M","-0.91"
"Apr 12, 2012","10,400.70","10,250.70","10,432.80","10,250.70","19.00M","1.83"
"Apr 11, 2012","10,214.25","10,117.25","10,309.75","10,060.70","18.09M","0.18"
"Apr 10, 2012","10,196.05","10,169.20","10,209.90","10,077.05","13.41M","0.64"
"Apr 09, 2012","10,131.60","10,256.65","10,256.65","10,113.75","9.06M","-2.02"
"Apr 04, 2012","10,340.10","10,345.15","10,371.85","10,267.95","10.50M","-0.89"
"Apr 03, 2012","10,432.60","10,381.00","10,502.70","10,376.00","15.12M","1.23"
"Apr 02, 2012","10,305.35","10,186.80","10,321.75","10,180.95","11.95M","0.91"
"Mar 30, 2012","10,212.75","9,984.80","10,248.05","9,981.90","20.69M","2.87"
"Mar 29, 2012","9,927.65","9,859.25","9,988.55","9,845.40","37.26M","-0.33"
"Mar 28, 2012","9,960.40","10,122.05","10,122.05","9,901.20","21.18M","-1.86"
"Mar 27, 2012","10,148.85","10,171.90","10,247.05","9,967.55","26.41M","1.05"
"Mar 26, 2012","10,043.50","10,260.20","10,263.10","10,013.05","16.22M","-2.44"
"Mar 23, 2012","10,294.55","10,249.75","10,404.25","10,125.75","16.59M","1.19"
"Mar 22, 2012","10,173.55","10,525.00","10,583.75","10,135.85","18.65M","-3.33"
"Mar 21, 2012","10,524.45","10,238.65","10,562.05","10,217.45","17.76M","2.36"
"Mar 20, 2012","10,281.60","10,183.00","10,369.20","10,137.80","16.68M","0.91"
"Mar 19, 2012","10,188.85","10,440.85","10,440.85","10,135.25","16.95M","-1.95"
"Mar 16, 2012","10,391.35","10,607.75","10,832.30","10,348.05","23.93M","-1.92"
"Mar 15, 2012","10,595.00","10,894.45","10,894.45","10,556.40","19.71M","-2.71"
"Mar 14, 2012","10,889.70","10,820.40","10,912.05","10,768.65","22.90M","1.90"
"Mar 13, 2012","10,686.20","10,707.90","10,765.70","10,671.45","15.28M","0.57"
"Mar 12, 2012","10,625.65","10,765.95","10,786.45","10,543.25","23.81M","1.14"
"Mar 09, 2012","10,505.65","10,286.80","10,526.55","10,286.80","19.80M","3.68"
"Mar 07, 2012","10,132.85","10,030.25","10,169.45","9,939.95","19.81M","0.74"
"Mar 06, 2012","10,058.15","10,149.80","10,438.00","10,020.45","26.23M","-1.19"
"Mar 05, 2012","10,178.85","10,406.85","10,406.85","10,152.10","17.29M","-2.60"
"Mar 03, 2012","10,450.25","10,435.45","10,486.25","10,435.45","1.04M","0.15"
"Mar 02, 2012","10,434.30","10,337.70","10,584.25","10,192.80","23.77M","1.41"
"Mar 01, 2012","10,288.90","10,385.15","10,385.15","10,160.25","18.75M","-1.20"
"Feb 29, 2012","10,414.20","10,561.75","10,667.30","10,340.75","29.45M","-0.67"
"Feb 28, 2012","10,484.00","10,179.95","10,561.70","10,178.85","28.03M","3.76"
"Feb 27, 2012","10,103.95","10,527.65","10,527.65","10,073.90","22.82M","-3.83"
"Feb 24, 2012","10,506.80","10,691.75","10,759.05","10,435.55","23.99M","-1.93"
"Feb 23, 2012","10,713.35","10,693.75","10,852.65","10,621.80","31.53M","-0.31"
"Feb 22, 2012","10,747.15","11,160.40","11,226.75","10,714.05","28.07M","-3.79"
"Feb 21, 2012","11,170.40","11,042.60","11,207.05","11,042.60","21.21M","0.86"
"Feb 17, 2012","11,074.90","11,042.85","11,203.35","11,013.00","25.65M","1.40"
"Feb 16, 2012","10,921.90","10,896.05","10,940.80","10,780.05","21.03M","-0.08"
"Feb 15, 2012","10,930.70","10,633.65","10,959.50","10,633.15","27.37M","3.54"
"Feb 14, 2012","10,556.65","10,449.45","10,606.85","10,449.10","20.46M","0.79"
"Feb 13, 2012","10,473.60","10,451.10","10,532.85","10,335.70","22.81M","0.30"
"Feb 10, 2012","10,442.65","10,482.15","10,555.00","10,344.20","22.69M","-0.62"
"Feb 09, 2012","10,507.60","10,267.25","10,546.40","10,267.25","22.66M","1.82"
"Feb 08, 2012","10,320.10","10,308.20","10,401.65","10,208.45","41.35M","-0.04"
"Feb 07, 2012","10,324.60","10,368.50","10,429.70","10,260.15","22.05M","0.54"
"Feb 06, 2012","10,269.25","10,219.60","10,331.25","10,183.45","28.80M","1.34"
"Feb 03, 2012","10,133.65","9,992.00","10,158.95","9,928.45","23.01M","1.42"
"Feb 02, 2012","9,992.05","10,012.95","10,090.20","9,776.55","36.13M","0.43"
"Feb 01, 2012","9,949.10","9,941.90","9,967.45","9,762.00","26.65M","0.30"
"Jan 31, 2012","9,919.45","9,625.70","9,946.50","9,625.70","28.09M","4.01"
"Jan 30, 2012","9,537.10","9,741.25","9,741.25","9,509.15","18.54M","-2.82"
"Jan 27, 2012","9,813.65","9,969.25","9,969.25","9,701.50","28.98M","-0.44"
"Jan 25, 2012","9,856.60","9,871.95","9,905.50","9,762.50","37.16M","0.23"
"Jan 24, 2012","9,834.00","9,536.05","9,885.15","9,456.25","42.94M","3.30"
"Jan 23, 2012","9,520.30","9,503.10","9,659.00","9,503.10","18.00M","0.04"
"Jan 20, 2012","9,516.85","9,291.15","9,560.15","9,268.50","31.78M","3.45"
"Jan 19, 2012","9,199.40","9,106.80","9,212.85","9,106.80","16.11M","1.95"
"Jan 18, 2012","9,023.40","9,067.35","9,067.35","8,922.70","18.62M","-0.37"
"Jan 17, 2012","9,056.70","9,013.65","9,114.45","9,011.80","17.39M","1.30"
"Jan 16, 2012","8,940.25","8,913.25","8,967.95","8,813.85","15.09M","-0.39"
"Jan 13, 2012","8,975.05","8,989.90","9,073.00","8,913.95","18.86M","0.50"
"Jan 12, 2012","8,930.25","8,831.45","9,015.25","8,830.25","21.97M","1.02"
"Jan 11, 2012","8,839.70","8,758.25","8,858.95","8,736.25","18.53M","1.20"
"Jan 10, 2012","8,735.05","8,535.65","8,748.80","8,535.65","18.59M","2.99"
"Jan 09, 2012","8,481.35","8,450.40","8,517.80","8,329.90","13.64M","0.34"
"Jan 07, 2012","8,452.80","8,471.15","8,480.40","8,436.45","0","-0.42"
"Jan 06, 2012","8,488.25","8,397.35","8,586.65","8,297.55","15.33M","0.39"
"Jan 05, 2012","8,454.90","8,421.50","8,516.15","8,394.25","17.61M","0.55"
"Jan 04, 2012","8,408.40","8,388.95","8,453.40","8,294.35","18.62M","0.82"
"Jan 03, 2012","8,340.30","8,072.80","8,356.35","8,072.80","15.17M","4.32"
"Jan 02, 2012","7,995.05","8,009.85","8,028.45","7,888.25","11.15M","0.33"
"Dec 30, 2011","7,968.65","8,073.20","8,120.15","7,925.15","14.64M","-0.73"
"Dec 29, 2011","8,027.40","8,050.30","8,137.40","7,986.75","22.34M","-1.04"
"Dec 28, 2011","8,111.40","8,256.10","8,256.10","8,053.15","13.98M","-1.98"
"Dec 27, 2011","8,275.50","8,348.55","8,365.75","8,223.85","11.58M","-1.18"
"Dec 26, 2011","8,374.55","8,301.35","8,420.20","8,292.65","9.80M","0.94"
"Dec 23, 2011","8,296.45","8,406.20","8,451.95","8,253.45","18.00M","-1.05"
"Dec 22, 2011","8,384.65","8,106.20","8,415.70","8,064.15","27.18M","2.39"
"Dec 21, 2011","8,189.15","7,999.00","8,235.65","7,936.00","26.63M","5.01"
"Dec 20, 2011","7,798.55","7,948.45","7,961.70","7,766.35","25.53M","-1.54"
"Dec 19, 2011","7,920.75","8,122.25","8,122.25","7,801.55","31.04M","-3.07"
"Dec 16, 2011","8,171.90","8,482.25","8,602.80","8,127.20","31.99M","-3.24"
"Dec 15, 2011","8,445.10","8,449.45","8,509.50","8,375.65","23.93M","-1.03"
"Dec 14, 2011","8,533.00","8,549.55","8,696.90","8,482.95","26.66M","-0.45"
"Dec 13, 2011","8,571.95","8,475.85","8,642.35","8,393.30","22.76M","0.33"
"Dec 12, 2011","8,543.40","8,900.90","8,920.25","8,504.45","20.34M","-3.04"
"Dec 09, 2011","8,811.10","8,786.35","8,932.00","8,689.85","22.78M","-1.17"
"Dec 08, 2011","8,915.70","9,126.45","9,153.40","8,871.25","21.16M","-2.84"
"Dec 07, 2011","9,176.25","9,235.35","9,273.10","9,133.55","20.65M","0.03"
"Dec 05, 2011","9,173.75","9,154.90","9,215.40","9,073.80","16.66M","0.01"
"Dec 02, 2011","9,172.75","8,924.15","9,200.65","8,859.65","21.70M","3.12"
"Dec 01, 2011","8,895.30","8,872.80","9,033.85","8,821.50","23.99M","3.87"
"Nov 30, 2011","8,564.10","8,529.05","8,704.10","8,490.35","57.14M","-0.69"
"Nov 29, 2011","8,623.90","8,824.55","8,843.90","8,587.45","23.17M","-1.92"
"Nov 28, 2011","8,793.15","8,598.70","8,809.95","8,598.70","18.66M","3.59"
"Nov 25, 2011","8,488.60","8,438.20","8,558.60","8,360.55","21.11M","0.19"
"Nov 24, 2011","8,472.50","8,412.55","8,504.40","8,276.75","28.24M","0.87"
"Nov 23, 2011","8,399.30","8,556.40","8,556.40","8,240.45","24.73M","-2.47"
"Nov 22, 2011","8,611.70","8,603.85","8,698.20","8,544.05","22.31M","0.67"
"Nov 21, 2011","8,554.15","8,806.70","8,806.70","8,522.30","15.84M","-3.35"
"Nov 18, 2011","8,850.25","8,867.80","8,872.65","8,706.00","22.13M","-0.90"
"Nov 17, 2011","8,930.90","9,049.30","9,124.90","8,899.65","16.66M","-1.44"
"Nov 16, 2011","9,061.55","9,055.60","9,145.65","8,957.05","18.30M","-0.27"
"Nov 15, 2011","9,085.70","9,254.75","9,308.50","9,062.40","16.74M","-2.04"
"Nov 14, 2011","9,275.00","9,416.35","9,458.35","9,254.30","17.02M","-0.19"
"Nov 11, 2011","9,292.55","9,553.00","9,571.85","9,270.35","25.50M","-3.13"
"Nov 09, 2011","9,592.65","9,896.15","9,896.15","9,565.10","25.06M","-2.64"
"Nov 08, 2011","9,852.55","9,855.95","9,893.95","9,732.85","15.10M","0.16"
"Nov 04, 2011","9,836.35","9,887.90","9,914.10","9,808.10","14.17M","0.55"
"Nov 03, 2011","9,782.50","9,743.85","9,814.65","9,648.65","17.56M","0.01"
"Nov 02, 2011","9,781.05","9,739.10","9,888.70","9,726.75","16.92M","-0.42"
"Nov 01, 2011","9,822.25","9,898.40","9,984.35","9,782.70","21.29M","-1.68"
"Oct 31, 2011","9,989.65","9,932.00","10,080.05","9,826.80","23.83M","0.73"
"Oct 28, 2011","9,917.05","9,837.95","9,932.40","9,837.35","27.73M","3.88"
"Oct 26, 2011","9,546.60","9,574.55","9,607.30","9,523.70","3.68M","0.37"
"Oct 25, 2011","9,511.60","9,709.85","9,817.10","9,323.00","55.34M","-1.41"
"Oct 24, 2011","9,647.85","9,819.50","9,916.60","9,606.75","20.49M","-0.49"
"Oct 21, 2011","9,695.35","9,767.40","9,811.35","9,678.40","12.40M","-0.52"
"Oct 20, 2011","9,746.40","9,722.85","9,763.80","9,618.35","18.00M","-0.96"
"Oct 19, 2011","9,841.35","9,673.00","9,865.85","9,673.00","13.39M","2.69"
"Oct 18, 2011","9,583.90","9,625.55","9,634.55","9,492.95","13.09M","-1.41"
"Oct 17, 2011","9,721.30","9,717.35","9,788.20","9,666.35","13.01M","0.63"
"Oct 14, 2011","9,660.40","9,548.25","9,691.85","9,526.95","20.81M","0.72"
"Oct 13, 2011","9,591.25","9,594.00","9,685.05","9,547.10","22.12M","1.15"
"Oct 12, 2011","9,482.30","9,240.40","9,514.20","9,193.75","21.93M","3.31"
"Oct 11, 2011","9,178.65","9,262.10","9,363.20","9,148.10","16.62M","0.11"
"Oct 10, 2011","9,168.90","9,051.00","9,190.85","8,982.90","18.68M","1.45"
"Oct 07, 2011","9,038.25","8,970.55","9,120.05","8,970.55","22.11M","3.87"
"Oct 05, 2011","8,701.30","8,930.75","8,991.80","8,626.45","29.66M","-2.38"
"Oct 04, 2011","8,913.35","9,135.05","9,240.15","8,818.05","24.40M","-2.97"
"Oct 03, 2011","9,185.90","9,332.60","9,332.60","9,156.45","14.78M","-2.98"
"Sep 30, 2011","9,468.30","9,600.35","9,635.65","9,420.65","17.96M","-1.92"
"Sep 29, 2011","9,653.40","9,467.55","9,688.65","9,406.35","22.78M","1.48"
"Sep 28, 2011","9,512.15","9,670.45","9,675.65","9,449.00","16.62M","-1.12"
"Sep 27, 2011","9,619.95","9,528.30","9,661.50","9,528.30","16.51M","2.51"
"Sep 26, 2011","9,384.50","9,373.95","9,467.75","9,165.80","21.00M","0.09"
"Sep 23, 2011","9,375.70","9,418.70","9,540.80","9,284.65","25.55M","-1.52"
"Sep 22, 2011","9,520.60","9,756.20","9,756.20","9,489.70","15.10M","-4.11"
"Sep 21, 2011","9,929.00","9,838.60","9,962.95","9,809.30","17.28M","1.19"
"Sep 20, 2011","9,812.70","9,589.35","9,848.65","9,578.60","13.79M","2.39"
"Sep 19, 2011","9,583.55","9,664.35","9,664.35","9,545.85","11.20M","-1.41"
"Sep 16, 2011","9,720.25","9,744.65","9,798.75","9,590.15","25.94M","0.62"
"Sep 15, 2011","9,660.35","9,569.35","9,708.80","9,390.10","17.23M","1.98"
"Sep 14, 2011","9,472.45","9,365.05","9,507.35","9,267.55","17.46M","1.42"
"Sep 13, 2011","9,339.70","9,454.45","9,567.50","9,260.90","14.92M","-0.59"
"Sep 12, 2011","9,395.25","9,550.95","9,550.95","9,347.15","15.02M","-2.93"
"Sep 09, 2011","9,678.70","9,947.10","9,972.00","9,647.60","17.55M","-2.43"
"Sep 08, 2011","9,920.05","9,888.55","9,940.25","9,749.20","17.88M","0.62"
"Sep 07, 2011","9,858.90","9,698.40","9,906.80","9,683.95","18.05M","2.08"
"Sep 06, 2011","9,657.60","9,556.95","9,695.45","9,364.60","23.33M","0.45"
"Sep 05, 2011","9,614.05","9,509.00","9,630.05","9,448.75","16.55M","0.34"
"Sep 02, 2011","9,581.35","9,707.45","9,707.45","9,490.00","21.61M","0.50"
"Aug 30, 2011","9,533.40","9,466.30","9,565.30","9,355.15","17.15M","2.04"
"Aug 29, 2011","9,342.45","9,099.85","9,378.10","9,099.85","15.07M","4.10"
"Aug 26, 2011","8,974.55","9,186.40","9,217.70","8,917.95","16.93M","-2.21"
"Aug 25, 2011","9,177.25","9,393.35","9,401.15","9,134.95","28.81M","-1.66"
"Aug 24, 2011","9,331.85","9,453.05","9,561.90","9,275.15","17.18M","-1.65"
"Aug 23, 2011","9,488.70","9,474.05","9,523.00","9,303.35","19.42M","0.86"
"Aug 22, 2011","9,407.35","9,422.65","9,466.10","9,224.95","19.17M","0.03"
"Aug 19, 2011","9,404.85","9,452.70","9,587.70","9,280.25","26.51M","-2.05"
"Aug 18, 2011","9,601.50","9,987.60","10,002.30","9,564.95","26.09M","-3.53"
"Aug 17, 2011","9,953.20","10,050.00","10,173.10","9,869.75","19.18M","-1.03"
"Aug 16, 2011","10,056.40","10,315.10","10,315.10","10,023.00","15.20M","-1.24"
"Aug 12, 2011","10,182.70","10,469.15","10,469.15","10,131.65","17.19M","-1.51"
"Aug 11, 2011","10,338.80","10,419.40","10,516.90","10,323.50","14.43M","-1.19"
"Aug 10, 2011","10,463.20","10,516.45","10,516.45","10,393.70","15.01M","2.62"
"Aug 09, 2011","10,196.55","9,952.20","10,424.25","9,920.80","24.69M","-0.35"
"Aug 08, 2011","10,232.30","10,121.40","10,481.50","10,072.45","19.28M","-1.18"
"Aug 05, 2011","10,354.50","10,306.10","10,392.25","10,150.30","21.69M","-1.73"
"Aug 04, 2011","10,537.05","10,682.45","10,765.95","10,515.05","12.17M","-0.96"
"Aug 03, 2011","10,639.55","10,647.90","10,686.40","10,545.15","13.90M","-0.97"
"Aug 02, 2011","10,743.30","10,902.55","10,902.55","10,720.30","14.55M","-1.79"
"Aug 01, 2011","10,939.00","11,014.15","11,064.90","10,882.05","11.38M","0.42"
"Jul 29, 2011","10,893.65","10,820.65","10,968.80","10,758.40","18.57M","0.60"
"Jul 28, 2011","10,828.50","10,902.60","10,954.25","10,799.85","24.19M","-1.56"
"Jul 27, 2011","11,000.15","11,126.70","11,139.65","10,961.95","18.02M","-1.03"
"Jul 26, 2011","11,114.55","11,397.95","11,430.75","11,068.20","20.89M","-2.43"
"Jul 25, 2011","11,391.80","11,286.25","11,433.10","11,233.35","18.85M","0.88"
"Jul 22, 2011","11,291.95","11,110.75","11,309.45","11,105.70","20.12M","2.19"
"Jul 21, 2011","11,049.80","11,159.10","11,193.05","11,021.70","12.41M","-1.03"
"Jul 20, 2011","11,164.70","11,372.15","11,388.50","11,142.40","10.14M","-1.32"
"Jul 19, 2011","11,313.85","11,230.05","11,353.75","11,204.75","13.12M","0.76"
"Jul 18, 2011","11,228.85","11,234.70","11,277.45","11,176.85","7.42M","-0.05"
"Jul 15, 2011","11,234.55","11,249.40","11,334.60","11,195.50","8.20M","-0.26"
"Jul 14, 2011","11,263.80","11,121.40","11,385.35","11,072.50","17.43M","1.09"
"Jul 13, 2011","11,142.25","11,065.20","11,164.25","11,060.90","10.11M","1.09"
"Jul 12, 2011","11,022.55","11,040.70","11,131.75","10,941.30","11.84M","-1.01"
"Jul 11, 2011","11,135.50","11,275.00","11,275.00","11,106.85","8.95M","-1.33"
"Jul 08, 2011","11,285.15","11,431.95","11,451.25","11,270.00","13.66M","-1.23"
"Jul 07, 2011","11,426.10","11,298.00","11,446.55","11,232.15","11.84M","1.27"
"Jul 06, 2011","11,283.05","11,379.20","11,404.70","11,255.05","8.27M","-1.08"
"Jul 05, 2011","11,406.10","11,385.05","11,431.70","11,302.60","9.89M","0.23"
"Jul 04, 2011","11,379.80","11,379.05","11,401.00","11,322.05","9.60M","1.11"
"Jul 01, 2011","11,255.00","11,359.95","11,359.95","11,190.00","10.82M","0.09"
"Jun 30, 2011","11,244.65","11,183.25","11,271.35","11,149.20","23.07M","0.82"
"Jun 29, 2011","11,153.35","11,110.35","11,170.35","11,090.55","13.56M","0.90"
"Jun 28, 2011","11,054.05","11,059.15","11,114.20","10,986.70","12.62M","0.20"
"Jun 27, 2011","11,032.50","10,808.90","11,068.60","10,774.10","16.06M","1.64"
"Jun 24, 2011","10,854.50","10,576.50","10,875.25","10,576.50","16.21M","3.12"
"Jun 23, 2011","10,526.45","10,453.10","10,553.35","10,421.65","8.65M","0.49"
"Jun 22, 2011","10,475.20","10,526.40","10,551.80","10,435.05","8.96M","0.15"
"Jun 21, 2011","10,459.15","10,503.75","10,645.10","10,426.85","11.69M","-0.24"
"Jun 20, 2011","10,484.30","10,592.65","10,618.40","10,340.40","11.19M","-1.08"
"Jun 17, 2011","10,598.25","10,652.85","10,652.85","10,548.20","12.01M","0.25"
"Jun 16, 2011","10,572.15","10,550.65","10,706.00","10,502.40","14.29M","-0.51"
"Jun 15, 2011","10,626.65","10,789.90","10,795.85","10,608.80","9.10M","-1.64"
"Jun 14, 2011","10,803.95","10,737.30","10,830.40","10,737.30","14.10M","0.81"
"Jun 13, 2011","10,717.50","10,675.30","10,757.40","10,616.05","8.52M","0.03"
"Jun 10, 2011","10,714.25","10,800.45","10,814.85","10,627.60","9.34M","-0.66"
"Jun 09, 2011","10,785.40","10,775.45","10,850.35","10,734.75","8.35M","-0.06"
"Jun 08, 2011","10,791.45","10,816.40","10,882.30","10,764.70","8.23M","-0.75"
"Jun 07, 2011","10,873.45","10,799.35","10,918.25","10,796.15","7.57M","0.17"
"Jun 06, 2011","10,854.65","10,734.25","10,873.90","10,682.30","9.70M","0.67"
"Jun 03, 2011","10,782.00","10,860.25","10,946.75","10,751.10","10.10M","-0.53"
"Jun 02, 2011","10,839.25","10,872.25","10,881.40","10,802.35","10.75M","-1.76"
"Jun 01, 2011","11,033.40","11,011.20","11,056.40","10,959.10","11.30M","0.11"
"May 31, 2011","11,020.85","10,828.95","11,036.75","10,819.45","19.89M","2.22"
"May 30, 2011","10,781.45","10,742.00","10,823.25","10,715.10","10.40M","0.55"
"May 27, 2011","10,722.65","10,491.45","10,735.20","10,491.45","15.73M","2.43"
"May 26, 2011","10,468.30","10,404.05","10,501.90","10,379.25","21.94M","1.09"
"May 25, 2011","10,355.80","10,427.15","10,428.25","10,340.65","18.23M","-0.67"
"May 24, 2011","10,425.55","10,360.95","10,524.80","10,360.75","12.37M","0.55"
"May 23, 2011","10,368.25","10,612.55","10,612.55","10,339.95","15.37M","-2.77"
"May 20, 2011","10,664.10","10,582.45","10,727.25","10,540.95","15.11M","1.00"
"May 19, 2011","10,558.35","10,661.45","10,674.70","10,524.35","11.08M","-0.38"
"May 18, 2011","10,599.05","10,669.60","10,695.70","10,550.95","16.75M","-0.65"
"May 17, 2011","10,668.85","10,920.95","10,972.45","10,617.15","20.45M","-2.23"
"May 16, 2011","10,912.35","10,975.15","10,975.15","10,878.65","9.00M","-0.99"
"May 13, 2011","11,020.95","10,896.55","11,180.40","10,838.15","15.55M","1.23"
"May 12, 2011","10,887.45","11,009.30","11,076.00","10,865.15","11.66M","-1.55"
"May 11, 2011","11,059.05","11,036.15","11,097.25","10,904.10","11.97M","0.45"
"May 10, 2011","11,009.40","11,068.60","11,096.90","10,945.70","10.91M","-0.61"
"May 09, 2011","11,076.50","11,194.45","11,213.50","10,956.35","10.88M","-0.62"
"May 06, 2011","11,145.10","10,751.30","11,167.40","10,751.30","23.18M","3.87"
